exercise_name,stable_key,image_asset_name,mapping_confidence,needs_review,reason
수영,ex_681eed4a,exercise_images/stable_key/ex_681eed4a.png,HIGH,0,user_approved_stable_key_asset
래터럴 스텝다운,ex_69a56484,exercise_images/stable_key/ex_69a56484.png,HIGH,0,user_approved_stable_key_asset
체스트 서포티드 원암 덤벨 로우,ex_6a966452,exercise_images/stable_key/ex_6a966452.png,HIGH,0,user_approved_stable_key_asset
덤벨 스텝업,ex_704cbf1a,exercise_images/stable_key/ex_704cbf1a.png,HIGH,0,user_approved_stable_key_asset
덤벨 풀오버,ex_708e64ce,exercise_images/stable_key/ex_708e64ce.png,HIGH,0,user_approved_stable_key_asset
리닝 래터럴 레이즈,ex_70f19bf,exercise_images/stable_key/ex_70f19bf.png,HIGH,0,user_approved_stable_key_asset
리어델트 플라이,ex_7176cbee,exercise_images/stable_key/ex_7176cbee.png,HIGH,0,user_approved_stable_key_asset
힙 쓰러스트,ex_721f7b5b,exercise_images/stable_key/ex_721f7b5b.png,HIGH,0,user_approved_stable_key_asset
힙 어브덕션,ex_728da646,exercise_images/stable_key/ex_728da646.png,HIGH,0,user_approved_stable_key_asset
덤벨 리스트 익스텐션,ex_72f11dc5,exercise_images/stable_key/ex_72f11dc5.png,HIGH,0,user_approved_stable_key_asset
아처 푸시업,ex_73b0b63f,exercise_images/stable_key/ex_73b0b63f.png,HIGH,0,user_approved_stable_key_asset
케틀벨 스윙,ex_7404067c,exercise_images/stable_key/ex_7404067c.png,HIGH,0,user_approved_stable_key_asset
계단 오르기,ex_74c2d13b,exercise_images/stable_key/ex_74c2d13b.png,HIGH,0,user_approved_stable_key_asset
멀티셔틀 풋워크,ex_752b45ae,exercise_images/stable_key/ex_752b45ae.png,HIGH,0,user_approved_stable_key_asset
아놀드 프레스,ex_767e188e,exercise_images/stable_key/ex_767e188e.png,HIGH,0,user_approved_stable_key_asset
원암 덤벨 숄더프레스,ex_7814843a,exercise_images/stable_key/ex_7814843a.png,HIGH,0,user_approved_stable_key_asset
덤벨 숄더프레스,ex_79f3bdbe,exercise_images/stable_key/ex_79f3bdbe.png,HIGH,0,user_approved_stable_key_asset
프론트풋 엘리베이티드 스플릿 스쿼트,ex_7ce96a7a,exercise_images/stable_key/ex_7ce96a7a.png,HIGH,0,user_approved_stable_key_asset
리어델트 케이블 플라이,ex_7deabeba,exercise_images/stable_key/ex_7deabeba.png,HIGH,0,user_approved_stable_key_asset
원암 덤벨 컬,ex_85b2ac56,exercise_images/stable_key/ex_85b2ac56.png,HIGH,0,user_approved_stable_key_asset
원레그 박스 스쿼트,ex_85f12271,exercise_images/stable_key/ex_85f12271.png,HIGH,0,user_approved_stable_key_asset
원암 해머 컬,ex_86323ed6,exercise_images/stable_key/ex_86323ed6.png,HIGH,0,user_approved_stable_key_asset
EZ바 컬,ex_8633d8db,exercise_images/stable_key/ex_8633d8db.png,HIGH,0,user_approved_stable_key_asset
원레그 레그 컬,ex_8824026f,exercise_images/stable_key/ex_8824026f.png,HIGH,0,user_approved_stable_key_asset
리버스 노르딕 컬,ex_8a3800f1,exercise_images/stable_key/ex_8a3800f1.png,HIGH,0,user_approved_stable_key_asset
리버스 리스트 컬,ex_8e18b02a,exercise_images/stable_key/ex_8e18b02a.png,HIGH,0,user_approved_stable_key_asset
Yates Row,ex_8e4bf08e,exercise_images/stable_key/ex_8e4bf08e.png,HIGH,0,user_approved_stable_key_asset
체스트 서포티드 로우,ex_8e51640a,exercise_images/stable_key/ex_8e51640a.png,HIGH,0,user_approved_stable_key_asset
