templateId,example,week,weekType,day,order,requestedSlot,requiredAnchor,role,exerciseName,stableKey,rehabLike,badmintonTransfer,stressMagnitude,capabilitySource,capabilityConfidence
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","머신 체스트프레스","ex_1dbee10e","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","케틀벨 헤일로","kettlebell_halo","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","로프 해머 컬","ex_c1a81cb2","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","4","1","BADMINTON_DECEL_COD","false","TRANSFER","사이드 스텝 후 정지","ex_9b132c23","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","터키시 겟업","ex_91f6958d","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","할로우 바디 홀드","ex_2a826c82","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","린단 참고 트랙 스프린트","ex_4773b6ea","false","GENERAL","HIGH","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","케틀벨 스윙","ex_7404067c","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","메디신볼 오버헤드 슬램","med_ball_overhead_slam","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 케틀벨 원암 프레스","ex_d79824d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","바이퍼 로테이셔널 리프트","vipr_rotational_lift","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","스캡 푸시업","ex_c4535de3","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","7","2","ACCESSORY_ROTATION","false","ACCESSORY","슈퍼맨","ex_284ecca6","true","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","2","BUILD","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","월 슬라이드","ex_f97a05ab","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","래터럴 런지","ex_b4b198de","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","팔로프 프레스","ex_99728d25","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","시티드 카프 레이즈","ex_5c8751d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","케이블 원암 로우","ex_3c3692aa","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","푸시업","ex_28902b13","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 케이블 플라이","ex_7deabeba","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","덤벨 리스트 컬","ex_95028bfe","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","4","1","BADMINTON_DECEL_COD","false","TRANSFER","안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","false","DIRECT","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","덤벨 스텝업","ex_704cbf1a","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","플레이트 로테이셔널 프레스아웃","plate_rotational_press_out","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","박스 점프","ex_d9e141e4","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","루마니안 데드리프트","ex_d2bb7946","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","B스킵","ex_a12de4d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 프레스","ex_66e8c8c2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","메디신볼 사이드 스로우","med_ball_side_throw","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","발목/고관절 가동성","ex_149730de","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","7","2","ACCESSORY_ROTATION","false","ACCESSORY","플랭크","ex_a44ae2ca","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","3","HIGH","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","페이스풀","face_pull","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","싱글 레그 박스 스쿼트","ex_85f12271","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","버드독","ex_28347c1f","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","스탠딩 카프 레이즈","ex_bd072cd","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","덤벨 벤치프레스","ex_3a7d3eda","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","원암 리어델트 케이블 플라이","ex_a60496be","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","크로스바디 해머 컬","ex_b69ab702","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","4","1","BADMINTON_DECEL_COD","false","TRANSFER","랜덤 방향전환 드릴","ex_64422511","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","박스 스텝업","ex_6232f4bc","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","파머스 캐리","ex_a1fc4533","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","카프 레이즈","ex_f892893e","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","원암 덤벨 RDL","ex_e0b1e364","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","스트라이드","ex_c5c2fdef","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","원암 하프 닐링 프레스","ex_8380d7fe","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","케이블 리프트","cable_lift","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","밴드 외회전","ex_e8ff8cfa","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","7","2","ACCESSORY_ROTATION","false","ACCESSORY","할로우 바디 홀드","ex_2a826c82","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","4","DELOAD","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","케틀벨 헤일로","kettlebell_halo","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","워킹 런지","ex_e3715c0b","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","사이드 플랭크","ex_f6d43398","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","린단 참고 트랙 스프린트","ex_4773b6ea","false","GENERAL","HIGH","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","시티드 원암 케이블 로우","ex_a76f20b6","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","디클라인 푸시업","ex_fb67af37","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 플라이","ex_7176cbee","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","덤벨 리스트 익스텐션","ex_72f11dc5","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","4","1","BADMINTON_DECEL_COD","false","TRANSFER","사이드 스텝 후 정지","ex_9b132c23","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","터키시 겟업","ex_91f6958d","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","메디신볼 슬램","ex_26ac0c19","false","GENERAL","HIGH","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","드롭 점프","ex_d6726746","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","루마니안 데드리프트","ex_d2bb7946","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","메디신볼 오버헤드 슬램","med_ball_overhead_slam","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 케틀벨 원암 프레스","ex_d79824d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","랜드마인 로테이션","landmine_rotation","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","스트레칭","ex_dd16e07a","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","7","2","ACCESSORY_ROTATION","false","ACCESSORY","데드버그","ex_d5bdffe1","true","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","5","REBUILD","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","플레이트 로테이셔널 프레스아웃","plate_rotational_press_out","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","스미스 머신 스쿼트","ex_fa3416f6","false","GENERAL","VERY_HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","팔로프 프레스","ex_99728d25","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","시티드 카프 레이즈","ex_5c8751d2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","스캡 풀업","ex_e1894690","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","원암 덤벨 벤치프레스","ex_389e0556","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","리어델트 케이블 플라이","ex_7deabeba","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","리버스 컬","ex_dd2f732e","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","4","1","BADMINTON_DECEL_COD","false","TRANSFER","안세영 참고 고강도 랠리 풋워크","ex_c1bf2aa8","false","DIRECT","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","덤벨 스텝업","ex_704cbf1a","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","플랭크","ex_a44ae2ca","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","래터럴 바운드","ex_34e7d21","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","케틀벨 스윙","ex_7404067c","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","메디신볼 체스트 패스","med_ball_chest_pass","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","하프 닐링 프레스","ex_66e8c8c2","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","메디신볼 사이드 스로우","med_ball_side_throw","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","페이스풀","face_pull","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","7","2","ACCESSORY_ROTATION","false","ACCESSORY","마운틴 클라이머","ex_a9b52886","false","GENERAL","MODERATE","RUNTIME_METADATA","MODERATE"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","6","BUILD_PLUS","7","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","케틀벨 헤일로","kettlebell_halo","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","1","1","LOWER_SQUAT_PATTERN","true","ANCHOR","런지","ex_64644b5e","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","1","2","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","파머스 캐리","ex_a1fc4533","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","1","3","CALF_ANKLE_CAPACITY","false","SUPPORT","스탠딩 카프 레이즈","ex_bd072cd","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","2","1","UPPER_PULL_ANCHOR","true","ANCHOR","시티드 원암 케이블 로우","ex_a76f20b6","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","2","2","UPPER_PUSH_SUPPORT","false","SUPPORT","덤벨 벤치프레스","ex_3a7d3eda","false","NONE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","2","3","SCAPULAR_SHOULDER_SUPPORT","false","SUPPORT","원암 리어델트 케이블 플라이","ex_a60496be","false","GENERAL","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","2","4","FOREARM_GRIP_ELBOW_SUPPORT","false","ACCESSORY","리버스 리스트 컬","ex_8e18b02a","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","4","1","BADMINTON_DECEL_COD","false","TRANSFER","랜덤 방향전환 드릴","ex_64422511","false","DIRECT","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","4","2","SINGLE_LEG_STRENGTH_CONTROL","false","SUPPORT","래터럴 스텝다운","ex_69a56484","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","4","3","TRUNK_ANTI_ROTATION_STABILITY","false","CORE","랜드마인 안티로테이션","landmine_anti_rotation","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","4","4","CALF_ANKLE_CAPACITY","false","SUPPORT","박스 점프","ex_d9e141e4","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","6","1","HIP_HINGE_POSTERIOR_CHAIN","true","ANCHOR","루마니안 데드리프트","ex_d2bb7946","false","GENERAL","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","6","2","POWER_REACTIVE_LOW_VOLUME","false","TRANSFER","라인 홉","ex_a3ddd8ac","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","6","3","ATHLETIC_OVERHEAD_PRESS_SUPPORT","false","SUPPORT","원암 하프 닐링 프레스","ex_8380d7fe","false","SUPPORTIVE","MODERATE","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","6","4","ROTATIONAL_KINETIC_CHAIN","false","SUPPORT","바이퍼 로테이셔널 리프트","vipr_rotational_lift","false","SUPPORTIVE","HIGH","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","7","1","RECOVERY_PREHAB_LIGHT","false","PREHAB","발목/고관절 가동성","ex_149730de","false","NONE","LOW","RUNTIME_METADATA","HIGH"
"STANDARD_5D_8W_70_30","5 days / 8 weeks / 70:30 / Standard","7","INTENSIFY","7","2","ACCESSORY_ROTATION","false","ACCESSORY","할로우 바디 홀드","ex_2a826c82","false","SUPPORTIVE","LOW","RUNTIME_METADATA","HIGH"
